Collectivite,type,population,score_sub,score_marches_pub,annee_score
COMMUNAUTE D'AGGLOMERATION VENTOUX COMTAT VENAISSIN,MET,72470.0,E,A,2024
CA COEUR D'OSTREVENT,MET,72401.0,E,C,2024
COMMUNAUTE D'AGGLOMERATION DU BASSIN D'ARCACHON NORD,MET,71993.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DU VAL DE FENSCH,MET,71845.0,E,E,2024
COMMUNE DE DRANCY,COM,71535.0,E,C,2024
COMMUNAUTE DE COMMUNES MAREMNE ADOUR COTE SUD,MET,71182.0,E,E,2024
CA DU GRAND COGNAC,MET,70821.0,E,E,2024
CA DU PAYS DE FONTAINEBLEAU,MET,70677.0,E,C,2024
COMMUNAUTE DES COMMUNES DE LA HAUTE SAINTONGE,MET,70240.0,E,E,2024
ENTRE BIEVRE ET RHONE,MET,69882.0,E,C,2024
COMMUNAUTE DE COMMUNES DU PAYS D'ANCENIS,MET,69819.0,E,A,2024
CA LAMBALLE TERRE ET MER,MET,69787.0,E,E,2024
CA MONTELIMAR-AGGLOMERATION,MET,69571.0,E,C,2024
CA BASSIN D'ARCACHON SUD (COBAS),MET,69504.0,E,E,2024
CA DE L'AUXERROIS,MET,69420.0,E,E,2024
COMMUNE DE COLMAR,COM,69398.0,E,C,2024
CA RIOM LIMAGNE ET VOLCANS,MET,69363.0,E,A,2024
COMMUNE DE NOISY LE GRAND,COM,69352.0,E,E,2024
CA REDON AGGLOMERATION,MET,68911.0,E,C,2024
COMMUNE D ISSY LES MOULINEAUX,COM,68641.0,E,E,2024
COMMUNE DE CERGY,COM,68275.0,E,C,2024
COMMUNE DE CALAIS,COM,68193.0,E,E,2024
COMMUNE DE LEVALLOIS PERRET,COM,67809.0,E,E,2024
CA PORNIC AGGLO PAYS DE RETZ,MET,67514.0,E,E,2024
CA DES DEUX BAIES EN MONTREUILLOIS,MET,67434.0,E,C,2024
COMMUNAUTE DE COMMUNES D'ERDRE GESVRES,MET,67277.0,E,C,2024
COMMUNE DE VENISSIEUX,COM,67017.0,E,C,2024
CA MOULINS COMMUNAUTE,MET,66637.0,E,A,2024
COMMUNE DE PESSAC,COM,66606.0,E,E,2024
COMMUNAUTE D'AGGLOMERATION DE MORLAIX COMMUNAUTE,MET,66562.0,E,E,2024
COMMUNE DE EVRY-COURCOURONNES,COM,66543.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DE NEVERS,MET,66421.0,E,C,2024
COMMUNE DE BOURGES,COM,66385.0,E,C,2024
COMMUNE DE CAYENNE,COM,66327.0,E,C,2024
COMMUNE DE QUIMPER,COM,65875.0,E,C,2024
COMMUNE DE VALENCE,COM,65709.0,E,E,2024
COMMUNAUTE D'AGGLOMERATION LA RIVIERA DU LEVANT,MET,65609.0,E,C,2024
CC DE FOREZ-EST,MET,65404.0,E,E,2024
CA ROCHEFORT OCEAN,MET,65272.0,E,E,2024
CA SARREGUEMINES CONFLUENCES,MET,65267.0,E,C,2024
CC LES VALS DU DAUPHINE,MET,65257.0,E,C,2024
HAUT - BUGEY AGGLOMERATION,MET,65008.0,E,C,2024
DURANCE LUBERON VERDON AGGLOMERATION,MET,64859.0,E,E,2024
CA DU CAUDRESIS ET DU CATESIS,MET,64566.0,E,C,2024
COMMUNAUTE D'AGGLOMERATION MONTARGOISE ET RIVES DU LOING,MET,64400.0,E,C,2024
COMMUNE D IVRY SUR SEINE,COM,64248.0,E,E,2024
COMMUNAUTE D'AGGLOMERATION SUD SAINTE BAUME,MET,64035.0,E,E,2024
GRAND LONGWY AGGLOMERATION,MET,63978.0,E,C,2024
COMMUNE DE TROYES,COM,63708.0,E,C,2024
COMMUNE D ANTONY,COM,63639.0,E,E,2024
CA ARLYSERE,MET,63463.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DE BASTIA,MET,63206.0,E,E,2024
COMMUNE DE CLICHY,COM,63166.0,E,C,2024
COMMUNE DE MONTAUBAN,COM,63158.0,E,C,2024
COMMUNE DE LA SEYNE SUR MER,COM,62999.0,E,E,2024
COMMUNAUTE D'AGGLOMERATION SAINTES - GRANDES RIVES - L'AGGLO,MET,62875.0,E,E,2024
CC THELLOISE,MET,62466.0,E,C,2024
COMMUNAUTE DE COMMUNES DU VAL D ESSONNE,MET,62394.0,E,A,2024
CA BERGERACOISE,MET,62313.0,E,C,2024
COMMUNE DE VILLENEUVE D ASCQ,COM,61902.0,E,E,2024
COMMUNAUTE D'AGGLOMERATION VAL DE GARONNE AGGLOMERATION,MET,61692.0,E,C,2024
CA MONTLUCON COMMUNAUTE,MET,61642.0,E,A,2024
CA TERRE DE PROVENCE,MET,60914.0,E,C,2024
COMMUNE DE NIORT,COM,60845.0,E,A,2024
COMMUNE DE CHAMBERY,COM,60749.0,E,C,2024
CA DU GRAND SENONAIS,MET,60706.0,E,C,2024
COMMUNE DE PANTIN,COM,60597.0,E,E,2024
COMMUNE DE NEUILLY SUR SEINE,COM,60411.0,E,E,2024
CA DU GRAND NORD DE MAYOTTE,MET,60372.0,E,C,2024
CA ARCHE AGGLO,MET,60067.0,E,C,2024
RODEZ AGGLOMERATION,MET,59256.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DU GRAND DAX,MET,58986.0,E,E,2024
COMMUNE DE LORIENT,COM,58881.0,E,E,2024
COMMUNAUTE DE COMMUNES DU GOLFE DE SAINT-TROPEZ,MET,58807.0,E,C,2024
COMMUNE DE SARCELLES,COM,58715.0,E,C,2024
CA AGGLO PAYS D'ISSOIRE,MET,58308.0,E,C,2024
COMMUNE DE BEAUVAIS,COM,58306.0,E,C,2024
CA CLISSON SEVRE ET MAINE AGGLO,MET,58299.0,E,C,2024
COMMUNE DE LA ROCHE-SUR-YON,COM,58168.0,E,C,2024
COMMUNE DE BLANC MESNIL,COM,58116.0,E,E,2024
CA LES SABLES D'OLONNE AGGLOMERATION,MET,57965.0,E,C,2024
COMMUNE DE MAISONS ALFORT,COM,57944.0,E,E,2024
CC LOIRE LAYON AUBANCE,MET,57884.0,E,A,2024
COMMUNAUTE URBAINE D'ALENCON,MET,57610.0,E,E,2024
CA QUIMPERLE COMMUNAUTE,MET,57566.0,E,C,2024
"CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS",MET,57525.0,E,C,2024
CA DU GRAND SAINT-DIZIER DER ET VALLEES,MET,57495.0,E,E,2024
COMMUNE DE SAINT ANDRE,COM,57329.0,E,A,2024
COMMUNE DE NARBONNE,COM,57320.0,E,C,2024
CA FOUGERES AGGLOMERATION,MET,57220.0,E,C,2024
COMMUNAUTE D'AGGLOMERATION  DU NORD GRANDE TERRE,MET,56863.0,E,A,2024
CC BIEVRE ISERE,MET,56632.0,E,C,2024
CC DU PAYS DE VALOIS,MET,56616.0,E,A,2024
COMMUNE DE FREJUS,COM,56598.0,E,C,2024
COMMUNE DE VILLEJUIF,COM,56585.0,E,E,2024
CC SUD VENDEE LITTORAL,MET,56576.0,E,E,2024
INTER-CAUX-VEXIN,MET,56540.0,E,C,2024
MONT DE MARSAN AGGLOMERATION,MET,56299.0,E,A,2024
COMMUNE DE CHOLET,COM,56286.0,E,A,2024
COMMUNAUTE D AGGLOMERATION DU GRAND DOLE,MET,56207.0,E,C,2024
COMMUNE MEAUX,COM,56191.0,E,E,2024
CA CHAUNY TERGNIER LA FERE,MET,56065.0,E,A,2024
COMMUNE DE VANNES,COM,56018.0,E,E,2024
CA ETAMPOIS SUD ESSONNE,MET,56005.0,E,E,2024
CC INTERCOM BERNAY TERRES DE NORMANDIE,MET,55751.0,E,C,2024
CA LUBERON MONTS DE VAUCLUSE,MET,55718.0,E,E,2024
CA DE LA REGION DE CHATEAU-THIERRY,MET,55663.0,E,E,2024
COMMUNAUTE DE COMMUNES BEAUJOLAIS PIERRES DOREES,MET,55657.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DU BASSIN D AURILLAC,MET,55596.0,E,E,2024
COMMUNE D HYERES,COM,55528.0,E,C,2024
COMMUNE DE BOBIGNY,COM,55066.0,E,E,2024
FLERS AGGLO,MET,54765.0,E,E,2024
COMMUNE DE CHELLES,COM,54691.0,E,E,2024
COMMUNAUTE DE COMMUNES DES HAUTS DE FLANDRE,MET,54682.0,E,C,2024
CC TOURAINE VALLEE DE L'INDRE,MET,54671.0,E,C,2024
COMMUNE D EPINAY SUR SEINE,COM,54569.0,E,C,2024
CC DE LACQ-ORTHEZ,MET,54408.0,E,C,2024
COMMUNAUTE D'AGGLOMERATION TERRITOIRES VENDOMOIS,MET,54355.0,E,E,2024
COMMUNE DE SAINT QUENTIN,COM,54347.0,E,E,2024
COMMUNE DE SAINT LOUIS,COM,54322.0,E,E,2024
GRANDSOISSONS AGGLOMERATION,MET,53961.0,E,E,2024
CC ORNE LORRAINE CONFLUENCES,MET,53934.0,E,C,2024
COMMUNE DE CLAMART,COM,53740.0,E,C,2024
CC RIVES DE MOSELLE,MET,53533.0,E,A,2024
COMMUNE DE BONDY,COM,53509.0,E,C,2024
COMMUNE DES ABYMES,COM,53443.0,E,E,2024
SAINT-AVOLD SYNERGIE,MET,53429.0,E,C,2024
COMMUNAUTE COMMUNES DU PAYS ORNE MOSELLE,MET,53416.0,E,C,2024
VALS DE SAINTONGE COMMUNAUTE,MET,53367.0,E,A,2024
CA VAL D'EUROPE AGGLOMERATION,MET,53333.0,E,E,2024
COMMUNE DE BAYONNE,COM,53296.0,E,A,2024
CONCARNEAU CORNOUAILLE AGGLOMERATION,MET,53116.0,E,C,2024
CC LOUDEAC COMMUNAUTE - BRETAGNE CENTRE,MET,52800.0,E,C,2024
PAYS DE SAINT-GILLES-CROIX-DE-VIE AGGLOMERATION,MET,52622.0,E,A,2024
COMMUNE DE CORBEIL ESSONNES,COM,52613.0,E,E,2024
COMMUNE DE CAGNES SUR MER,COM,52575.0,E,C,2024
BEAUNE COTE ET SUD-COMMUNAUTE BEAUNE-CHAGNY-NOLAY,MET,52174.0,E,E,2024
COMMUNE DE LAVAL,COM,52169.0,E,A,2024
COMMUNE DE SARTROUVILLE,COM,52158.0,E,C,2024
LOCHES SUD TOURAINE,MET,52136.0,E,C,2024
COMMUNE DE VAULX EN VELIN,COM,51990.0,E,C,2024
COMMUNE DE SEVRAN,COM,51957.0,E,E,2024
COMMUNAUTE DE L'OUEST RHODANIEN,MET,51851.0,E,C,2024
COMMUNAUTE D AGGLOMERATION LUNEL AGGLO,MET,51849.0,E,C,2024
COMMUNAUTE COMMUNES COEUR D YVELINES,MET,51812.0,E,E,2024
COMMUNE DE FONTENAY SOUS BOIS,COM,51807.0,E,E,2024
CA GAP-TALLARD-DURANCE,MET,51778.0,E,C,2024
COMMUNAUTE DE COMMUNES DU GRAND PIC SAINT LOUP,MET,51693.0,E,C,2024
COMMUNE D ARLES,COM,51691.0,E,E,2024
COMMUNE DE ST OUEN-SUR-SEINE,COM,51656.0,E,E,2024
COMMUNAUTE DE COMMUNES DU CENTRE-OUEST,MET,51449.0,E,C,2024
COMMUNAUTE D'AGGLOMERATION LES SORGUES DU COMTAT,MET,51261.0,E,C,2024
"TERRES DE MONTAIGU, COMMUNAUTE D'AGGLOMERATION",MET,51103.0,E,E,2024
COMMUNE DE MASSY,COM,50844.0,E,C,2024
COMMUNE D ALBI,COM,50783.0,E,E,2024
CA DU PAYS DE LANDERNEAU-DAOULAS,MET,50614.0,E,C,2024
CA ANNONAY RHONE AGGLO,MET,50345.0,E,C,2024
CC DES TERRES DU VAL DE LOIRE,MET,50308.0,E,E,2024
COMMUNAUTE DE COMMUNES DU PAYS D IROISE,MET,50186.0,E,C,2024
COMMUNE DE VINCENNES,COM,50168.0,E,E,2024
COMMUNAUTE DE COMMUNES SEVRE ET LOIRE,MET,50155.0,E,A,2024
COMMUNE DE GENNEVILLIERS,COM,50096.0,E,C,2024
CC CHALLANS-GOIS COMMUNAUTE,MET,50066.0,E,C,2024
COMMUNE DE SURESNES,COM,49992.0,E,C,2024
CC COUTANCES MER ET BOCAGE,MET,49867.0,E,C,2024
COMMUNE DE SAINT-HERBLAIN,COM,49801.0,E,E,2024
COMMUNE DE GRASSE,COM,49607.0,E,C,2024
CA DE LA BAIE DE SOMME,MET,49596.0,E,C,2024
CC DES PORTES EURELIENNES D ILE DE FRANCE,MET,49546.0,E,E,2024
COMMUNE DE SAINT-LAURENT-DU-MARONI,COM,49475.0,E,A,2024
COMMUNAUTE DE COMMUNES DU GENEVOIS,MET,49405.0,E,E,2024
CA PROVENCE-ALPES-AGGLOMERATION,MET,49402.0,E,A,2024
COMMUNAUTE DE COMMUNES PORTE DE DROMARDECHE,MET,49215.0,E,C,2024
CC DU PAYS DE MORMAL,MET,49145.0,E,C,2024
CC DU CANTON D'ERSTEIN,MET,49084.0,E,A,2024
COMMUNE DE MARTIGUES,COM,49037.0,E,E,2024
COMMUNE DE BASTIA,COM,48928.0,E,E,2024
COMMUNAUTE D AGGLOMERATION DU GRAND VILLENEUVOIS,MET,48833.0,E,E,2024
CC COMMUNAUTE DE COMMUNES SUNDGAU,MET,48832.0,E,C,2024
COMMUNE DE SAINT PRIEST,COM,48612.0,E,C,2024
"CA EPERNAY, COTEAUX ET PLAINE DE CHAMPAGNE",MET,48552.0,E,C,2024
COMMUNE LES SABLES-D'OLONNE,COM,48401.0,E,C,2024
COMMUNE DE SAINT MALO,COM,48328.0,E,A,2024
CC MELLOIS EN POITOU,MET,48301.0,E,E,2024
PONTIVY COMMUNAUTE,MET,48242.0,E,E,2024
COMMUNAUTE DE COMMUNES VAL-DE-CHER-CONTROIS,MET,48203.0,E,E,2024
COMMUNE DE MONTROUGE,COM,48174.0,E,E,2024
COMMUNE DE BLOIS,COM,48127.0,E,C,2024
COMMUNE DE EVREUX,COM,48096.0,E,C,2024
CC INTERCOM DE LA VIRE AU NOIREAU,MET,47938.0,E,C,2024
COMMUNE DE CARCASSONNE,COM,47854.0,E,C,2024
COMMUNE D AUBAGNE,COM,47640.0,E,E,2024
COMMUNAUTE DE COMMUNES CLUSES ARVE ET MONTAGNES,MET,47559.0,E,C,2024
COMMUNE DE CHARLEVILLE-MEZIERES,COM,47433.0,E,C,2024
COMMUNE DE BRIVE LA GAILLARDE,COM,47175.0,E,E,2024
COMMUNAUTE DE COMMUNES DE MONTESQUIEU,MET,47130.0,E,E,2024
COMMUNE DE LA COURNEUVE,COM,46951.0,E,E,2024
COMMUNAUTE DE COMMUNES PAYS DU MONT-BLANC,MET,46920.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DE LA REGION DIEPPOISE,MET,46859.0,E,E,2024
COMMUNE DE CHALON-SUR-SAONE,COM,46567.0,E,E,2024
COMMUNAUTE DE COMMUNES MEDITERRANEE PORTE DES MAURES,MET,46532.0,E,C,2024
COMMUNE DE MEUDON,COM,46517.0,E,C,2024
COMMUNAUTE DE COMMUNES LES PORTES BRIARDES ENTRE VILLES ET FORETS,MET,46511.0,E,E,2024
CC CAUSSES ET VALLEE DE LA DORDOGNE,MET,46495.0,E,E,2024
COMMUNE DE CHOISY LE ROI,COM,46466.0,E,E,2024
COMMUNAUTE DE COMMUNES SARREBOURG MOSELLE SUD,MET,46414.0,E,C,2024
COMMUNE DE BELFORT,COM,46225.0,E,E,2024
CC DE VIE ET BOULOGNE,MET,46207.0,E,C,2024
COMMUNE DE SAINT-GERMAIN-EN-LAYE,COM,46171.0,E,C,2024
"CC DE GRANVILLE, TERRE ET MER",MET,46148.0,E,C,2024
CA DE CHAUMONT,MET,46062.0,E,E,2024
COMMUNAUTE COMMUNES AIRE CANTILIENNE,MET,45924.0,E,C,2024
COMMUNAUTE  DE COMMUNES CHATEAUBRIANT-DERVAL,MET,45864.0,E,A,2024
COMMUNE DE LIVRY GARGAN,COM,45818.0,E,C,2024
COMMUNAUTE D'AGGLOMERATION TULLE AGGLO,MET,45803.0,E,E,2024
CC SAINT-MARCELLIN VERCORS ISERE COMMUNAUTE,MET,45683.0,E,E,2024
COMMUNAUTE DE COMMUNES SAONE-BEAUJOLAIS,MET,45667.0,E,E,2024
COMMUNE DE ROSNY-SOUS-BOIS,COM,45622.0,E,E,2024
COMMUNE DE SAINT BRIEUC,COM,45602.0,E,E,2024
COMMUNE DE SALON DE PROVENCE,COM,45595.0,E,C,2024
COMM D'AGGLOMERATION DU PAYS DE L'OR,MET,45579.0,E,C,2024
COMMUNE DE CHALONS EN CHAMPAGNE,COM,45481.0,E,E,2024
PAYS D'ORANGE EN PROVENCE,MET,45460.0,E,A,2024
CC PAYS DE MONTEREAU,MET,45445.0,E,C,2024
CC TERRES TOULOISES,MET,45414.0,E,C,2024
CC COEUR ET COTEAUX DU COMMINGES,MET,45399.0,E,C,2024
COMMUNE DE TALENCE,COM,45355.0,E,E,2024
COMMUNE D ALFORTVILLE,COM,45317.0,E,E,2024
CC GRAND-FIGEAC,MET,45290.0,E,E,2024
COMMUNE DE SETE,COM,45175.0,E,C,2024
CC VALLONS DE HAUTE-BRETAGNE COMMUNAUTE,MET,45173.0,E,C,2024
COMMUNE DE NOISY LE SEC,COM,45156.0,E,E,2024
COMMUNE D ISTRES,COM,45119.0,E,E,2024
CA PRIVAS CENTRE ARDECHE,MET,45008.0,E,C,2024
COMMUNE DE CHATEAUROUX,COM,44890.0,E,A,2024
COMMUNAUTE DE COMMUNES COEUR DU VAR,MET,44767.0,E,E,2024
COMMUNE DE PUTEAUX,COM,44275.0,E,E,2024
COMMUNE DE MANTES LA JOLIE,COM,44114.0,E,A,2024
CC DROME SUD PROVENCE,MET,44106.0,E,C,2024
COMMUNE DE TARBES,COM,43944.0,E,C,2024
COMMUNE DE CALUIRE ET CUIRE,COM,43929.0,E,C,2024
COMMUNAUTE DE COMMUNES DES LOGES,MET,43848.0,E,C,2024
COMMUNE DE CASTRES,COM,43833.0,E,E,2024
COMMUNE DE REZE,COM,43756.0,E,E,2024
PLOERMEL COMMUNAUTE,MET,43743.0,E,E,2024
COMMUNAUTE D AGGLOMERATION DU GRAND CAHORS,MET,43682.0,E,E,2024
CC GRAND SUD TARN ET GARONNE,MET,43570.0,E,C,2024
COMMUNE D ALES,COM,43492.0,E,C,2024
COMMUNE DE BOURG EN BRESSE,COM,43363.0,E,E,2024
COMMUNE DE GARGES-LES-GONESSE,COM,43294.0,E,C,2024
COMMUNAUTE DE COMMUNES PAYS D'EVIAN VALLEE D'ABONDANCE,MET,43220.0,E,E,2024
COMMUNE DE VALENCIENNES,COM,43188.0,E,C,2024
COMMUNE D'ARRAS,COM,43133.0,E,E,2024
CC TERRES DES CONFLUENCES,MET,43104.0,E,A,2024
COMMUNE D ANGOULEME,COM,43079.0,E,E,2024
CC OSARTIS MARQUION,MET,43035.0,E,E,2024
COMMUNAUTE D'AGGLOMERATION DU PAYS DE LAON,MET,42905.0,E,C,2024
LE GRAND OUEST TOULOUSAIN,MET,42896.0,E,C,2024
COMMUNE DE BRON,COM,42819.0,E,C,2024
COMMUNAUTE DE COMMUNES DE L'EST LYONNAIS,MET,42600.0,E,A,2024
COMMUNE LE CANNET,COM,42524.0,E,A,2024
COMMUNAUTE DE COMMUNES DU HAUT-POITOU,MET,42486.0,E,C,2024
COMMUNAUTE DE COMMUNES DU PAYS DES ABERS,MET,42439.0,E,E,2024
CC ROUMOIS SEINE,MET,42144.0,E,E,2024
COMMUNE DE BAGNEUX,COM,42122.0,E,E,2024
COMMUNE DE THIONVILLE,COM,42117.0,E,E,2024
COMMUNAUTE DE COMMUNES DES TERRES DU LAURAGAIS,MET,42029.0,E,C,2024
COMMUNE MELUN,COM,41867.0,E,C,2024
CC DU BASSIN D'AUBENAS,MET,41842.0,E,C,2024
COMMUNAUTE COMMUNES VALLEE HERAULT,MET,41785.0,E,E,2024
GRAND LIEU COMMUNAUTE,MET,41588.0,E,C,2024
CC MOND'ARVERNE COMMUNAUTE,MET,41563.0,E,A,2024
CC LE GRAND CHAROLAIS,MET,41539.0,E,A,2024
COMMUNE DE GAP,COM,41528.0,E,C,2024
COMMUNE DE COMPIEGNE,COM,41470.0,E,E,2024
CC DU TERRITOIRE DE LUNEVILLE A BACCARAT,MET,41454.0,E,C,2024
COMMUNE D ANGLET,COM,41388.0,E,C,2024
COMMUNE DE WATTRELOS,COM,41197.0,E,E,2024
COMMUNAUTE DE COMMUNES DE LA REGION DE MOLSHEIM MUTZIG,MET,41197.0,E,C,2024
CC DES PORTES D'ARIEGE PYRENEES,MET,40989.0,E,C,2024
COMMUNE DE BOULOGNE SUR MER,COM,40985.0,E,E,2024
COMMUNE DE MONTELIMAR,COM,40969.0,E,C,2024
TOURAINE-EST VALLEES,MET,40956.0,E,C,2024
CA GRAND AUCH COEUR DE GASCOGNE,MET,40868.0,E,E,2024
CC DU GRAND CHATEAUDUN,MET,40865.0,E,C,2024
CC DU BASSIN DE PONT-A-MOUSSON,MET,40847.0,E,E,2024
COMMUNAUTE DE COMMUNES ESTUAIRE ET SILLON,MET,40845.0,E,A,2024
CC DOMBES SAONE VALLEE,MET,40845.0,E,C,2024
COMMUNE DE DOUAI,COM,40697.0,E,E,2024
CC DE LA DOMBES,MET,40573.0,E,E,2024
COMMUNAUTE DE COMMUNES FLANDRE-LYS,MET,40564.0,E,C,2024
COMMUNAUTE DE COMMUNES DU BASSIN DE POMPEY,MET,40384.0,E,E,2024
COMMUNE DE DRAGUIGNAN,COM,40362.0,E,E,2024
COMMUNE DE COLOMIERS,COM,40342.0,E,C,2024
CC DE L'OUST A BROCELIANDE COMMUNAUTE,MET,40339.0,E,C,2024
CC BRIE DES RIVIERES ET CHATEAUX,MET,40214.0,E,C,2024
COMMUNE DU LAMENTIN,COM,40191.0,E,A,2024
COMMUNAUTE DE COMMUNES DE MORET SEINE ET LOING,MET,40187.0,E,C,2024
COMMUNAUTE COMMUNES HAUT VAL D'OISE,MET,40086.0,E,C,2024
COMMUNAUTE DE COMMUNES VIENNE ET GARTEMPE,MET,40086.0,E,A,2024
COMMUNE DE POISSY,COM,40049.0,E,E,2024
COMMUNAUTE DE COMMUNES DU SUD GIRONDE,MET,40029.0,E,E,2024
COMMUNE DE GAGNY,COM,39817.0,E,E,2024
COMMUNE DE CHARTRES,COM,39511.0,E,E,2024
COMMUNAUTE COMMUNES PAYS DE L ARBRESLE,MET,39444.0,E,C,2024
COMMUNAUTE COM VALLEE OISE TROIS FORETS,MET,39329.0,E,E,2024
COMMUNE DE MARCQ EN BAROEUL,COM,39319.0,E,A,2024
COMMUNE DE STAINS,COM,39277.0,E,C,2024
CC SOMME SUD-OUEST,MET,39156.0,E,E,2024
COMMUNE DE JOUE LES TOURS,COM,39143.0,E,C,2024
CC INTERCO NORMANDIE SUD EURE,MET,39009.0,E,C,2024
COMMUNE DE SAINT JOSEPH,COM,38997.0,E,E,2024
FECAMP CAUX LITTORAL AGGLOMERATION,MET,38985.0,E,E,2024
COMMUNAUTE DE COMMUNES DES SABLONS,MET,38968.0,E,E,2024
CC VIERZON-SOLOGNE-BERRY,MET,38910.0,E,E,2024
COMMUNAUTE DE COMMUNES DE LA REGION DE GUEBWILLER,MET,38829.0,E,C,2024
COMMUNAUTE DE COMMUNES DU PAYS BIGOUDEN SUD,MET,38825.0,E,E,2024
CC VAL D'ILLE-AUBIGNE,MET,38789.0,E,C,2024
COMMUNE DE VILLENAVE D'ORNON,COM,38696.0,E,C,2024
COMMUNE DE BAGNOLET,COM,38571.0,E,E,2024
TERROIR DE CAUX,MET,38562.0,E,E,2024
COMMUNE DE SAINT MARTIN D HERES,COM,38455.0,E,C,2024
CC DU TERNOIS,MET,38372.0,E,C,2024
CC COEUR DE SAVOIE,MET,38335.0,E,C,2024
COMMUNE DE VILLEPINTE,COM,38283.0,E,C,2024
CC COMMUNAUTE DE COMMUNES DE THANN-CERNAY,MET,38263.0,E,C,2024
COMMUNAUTE DE COMMUNES DU CLERMONTOIS,MET,38260.0,E,E,2024
COMMUNAUTE DE COMMUNES DE PARTHENAY-GATINE,MET,38148.0,E,A,2024
MAYENNE COMMUNAUTE,MET,37971.0,E,A,2024
COMMUNE D ANNEMASSE,COM,37859.0,E,C,2024
COMMUNE PONTAULT COMBAULT,COM,37804.0,E,C,2024
COMMUNE DE THONON LES BAINS,COM,37732.0,E,C,2024
CC THIERS DORE ET MONTAGNE,MET,37562.0,E,A,2024
COMMUNAUTE DE COMMUNES DE SELESTAT,MET,37538.0,E,C,2024
COMMUNE DE FRANCONVILLE,COM,37494.0,E,E,2024
GRAND CUBZAGUAIS COMMUNAUTE DE COMMUNES,MET,37467.0,E,C,2024
COMMUNE DE SAVIGNY SUR ORGE,COM,37441.0,E,A,2024
CC DU PAYS RHENAN,MET,37372.0,E,C,2024
COMMUNE DE SAINT BENOIT,COM,37265.0,E,A,2024
CC DES VALLEES DU HAUT-ANJOU,MET,37193.0,E,A,2024
COMMUNE D ECHIROLLES,COM,37181.0,E,C,2024
CC DU GRAND AUTUNOIS MORVAN,MET,37019.0,E,E,2024
CC DES VILLES SOEURS,MET,36871.0,E,C,2024
COMMUNE DE LA CIOTAT,COM,36812.0,E,E,2024
COMMUNE DE CHATILLON,COM,36688.0,E,E,2024
COMMUNAUTE DE COMMUNES BRETAGNE ROMANTIQUE,MET,36681.0,E,C,2024
COMMUNE DE TREMBLAY EN FRANCE,COM,36653.0,E,E,2024
COMMUNE DE NEUILLY S-MARNE,COM,36640.0,E,C,2024
COMMUNAUTE DE COMMUNES DU PAYS DE PONTCHATEAU ST GILDAS DES BOIS,MET,36562.0,E,E,2024
CC DU PAYS DE SAVERNE,MET,36506.0,E,C,2024
COMMUNE DE SAINT RAPHAEL,COM,36460.0,E,C,2024
COMMUNE DE VILLEFRANCHE SUR SAONE,COM,36419.0,E,C,2024
COMMUNE DE CONFLANS SAINTE HONORINE,COM,36372.0,E,E,2024
COMMUNAUTE DE COMMUNES DU THOUARSAIS,MET,36322.0,E,C,2024
CC DE CHARENTE LIMOUSINE,MET,36273.0,E,E,2024
CC PAYS DE FONTENAY-VENDEE,MET,36263.0,E,E,2024
COMMUNE DE CREIL,COM,36193.0,E,A,2024
COMMUNE DE SAINTE-GENEVIEVE-DES-BOIS,COM,36190.0,E,C,2024
CC DES MONTS DU LYONNAIS,MET,36062.0,E,A,2024
COMMUNE DE HAGUENAU,COM,36009.0,E,C,2024
COMMUNE D ATHIS MONS,COM,35927.0,E,E,2024
COMMUNE DE SIX FOURS LES PLAGES,COM,35890.0,E,C,2024
COMMUNAUTE DE COMMUNES DE L ARC MOSELLAN,MET,35873.0,E,E,2024
CA ECLA  (ESPACE COMMUNAUTAIRE LONS AGGLOMERATION),MET,35825.0,E,C,2024
CC ANJOU BLEU COMMUNAUTE,MET,35808.0,E,A,2024
COMMUNE DE SAINT CHAMOND,COM,35697.0,E,C,2024
COMMUNAUTE DE COMMUNES DU PROVINOIS,MET,35695.0,E,C,2024
COMMUNAUTE DE COMMUNES COEUR DE GARONNE,MET,35688.0,E,C,2024
CC BAUGEOIS VALLEE,MET,35657.0,E,C,2024
COMMUNAUTE DE COMMUNES DES HAUTS-TOLOSANS,MET,35493.0,E,C,2024
COMMUNE DE MEYZIEU,COM,35468.0,E,C,2024
CC DU NORD EST BEARN,MET,35453.0,E,C,2024
CC VENDEE GRAND LITTORAL,MET,35287.0,E,E,2024
COMMUNE D'AUXERRE,COM,35244.0,E,E,2024
COMMUNE DE SAINT LEU,COM,35224.0,E,C,2024
COMMUNE DE ROANNE,COM,35152.0,E,A,2024
COMMUNE DE MACON,COM,35137.0,E,A,2024
COMMUNE DE PALAISEAU,COM,35056.0,E,C,2024
COMMUNAUTE D AGGLOMERATION DE BAR LE DUC SUD MEUSE,MET,35016.0,E,C,2024
CC BUGEY SUD,MET,35016.0,E,C,2024
RHONE CRUSSOL,MET,34952.0,E,C,2024
COMMUNE DE VILLENEUVE SAINT GEORGES,COM,34939.0,E,E,2024
